省份,流域,断面名称,监测时间,水质类别,水温(℃),pH(无量纲),溶解氧(mg/L),电导率(μS/cm),浊度(NTU),高锰酸盐指数(mg/L),氨氮(mg/L),总磷(mg/L),总氮(mg/L),叶绿素α(mg/L),藻密度(cells/L),站点情况
内蒙古自治区,西北诸河,王家庄,04-01 04:00,Ⅱ,8.7,8.48,9.66,965.2,73.4,0.25,0.255,0.026,2.65,*,*,正常
内蒙古自治区,西北诸河,王家庄,04-01 12:00,Ⅱ,9.5,8.48,10.14,967.4,56.6,0.25,0.201,0.029,2.57,*,*,正常
内蒙古自治区,西北诸河,王家庄,04-01 12:00,Ⅱ,9.5,8.48,10.14,967.4,56.6,0.25,0.201,0.029,2.57,*,*,正常
内蒙古自治区,西北诸河,王家庄,04-01 16:00,Ⅱ,14.0,8.44,9.16,978.8,48.2,0.27,0.160,0.024,2.54,*,*,正常
内蒙古自治区,西北诸河,王家庄,04-01 20:00,Ⅱ,12.0,8.48,9.08,979.7,41.2,0.25,0.157,0.023,2.51,*,*,正常
内蒙古自治区,西北诸河,王家庄,04-02 00:00,Ⅱ,9.8,8.51,9.49,992.9,37.0,0.25,0.146,0.018,2.49,*,*,正常
内蒙古自治区,西北诸河,王家庄,04-02 04:00,Ⅱ,8.8,8.52,9.75,1004.1,36.0,0.25,0.142,0.021,2.51,*,*,正常
内蒙古自治区,西北诸河,王家庄,04-02 08:00,Ⅱ,7.8,8.52,10.02,1021.8,38.1,0.25,0.141,0.020,2.50,*,*,正常
内蒙古自治区,西北诸河,王家庄,04-02 12:00,Ⅱ,10.0,8.48,10.06,1034.3,40.8,0.25,0.150,0.020,2.47,*,*,正常
内蒙古自治区,西北诸河,王家庄,04-02 16:00,Ⅰ,15.2,8.43,9.10,1035.7,43.4,0.25,0.146,0.018,2.49,*,*,正常
内蒙古自治区,西北诸河,王家庄,04-02 20:00,Ⅰ,13.5,8.48,8.85,1023.8,41.2,0.29,0.144,0.018,2.49,*,*,正常
内蒙古自治区,西北诸河,王家庄,04-03 00:00,Ⅰ,10.3,8.51,9.36,1014.5,37.3,0.25,0.134,0.017,2.50,*,*,正常
内蒙古自治区,西北诸河,王家庄,04-03 04:00,Ⅰ,8.4,8.53,9.84,1011.8,33.1,0.25,0.127,0.016,2.45,*,*,正常
内蒙古自治区,西北诸河,王家庄,04-03 08:00,Ⅰ,7.2,8.54,10.16,1012.7,28.8,0.25,0.108,0.015,2.44,*,*,正常
内蒙古自治区,西北诸河,王家庄,04-03 12:00,Ⅰ,9.2,8.51,10.23,1017.3,26.4,0.25,0.100,0.014,2.43,*,*,正常
内蒙古自治区,西北诸河,王家庄,04-03 16:00,Ⅰ,13.7,8.47,9.17,1027.6,24.8,0.25,0.088,0.013,2.42,*,*,正常
内蒙古自治区,西北诸河,王家庄,04-03 20:00,Ⅰ,12.4,8.50,9.06,1028.6,24.0,0.25,0.087,0.012,2.42,*,*,正常
内蒙古自治区,西北诸河,王家庄,04-04 00:00,Ⅰ,10.1,8.52,9.50,1036.8,20.7,0.25,0.080,0.011,2.39,*,*,正常
内蒙古自治区,西北诸河,王家庄,04-04 04:00,*,9.1,8.53,9.76,1048.1,20.3,--,--,--,--,*,*,维护
内蒙古自治区,西北诸河,王家庄,04-04 04:00,Ⅰ,9.1,8.53,9.76,1048.1,20.3,0.27,0.075,0.011,2.38,*,*,正常
内蒙古自治区,西北诸河,王家庄,04-04 12:00,Ⅰ,9.4,8.52,10.04,1071.7,18.4,0.25,0.072,0.010,2.37,*,*,正常
内蒙古自治区,西北诸河,王家庄,04-04 16:00,Ⅰ,11.9,8.50,9.45,1077.6,19.6,0.25,0.072,0.010,2.38,*,*,正常
